Fighter 0 KD,Fighter 1 KD,Fighter 0 Sig. str.,Fighter 1 Sig. str.,Fighter 0 Sig. str. %,Fighter 1 Sig. str. %,Fighter 0 Total str.,Fighter 1 Total str.,Fighter 0 Td,Fighter 1 Td,Fighter 0 Td %,Fighter 1 Td %,Fighter 0 Sub. att,Fighter 1 Sub. att,Fighter 0 Rev.,Fighter 1 Rev.,Fighter 0 Ctrl,Fighter 1 Ctrl,Fighter 0 Name,Fighter 1 Name,Fighter 0 Head,Fighter 1 Head,Fighter 0 Body,Fighter 1 Body,Fighter 0 Leg,Fighter 1 Leg,Fighter 0 Distance,Fighter 1 Distance,Fighter 0 Clinch,Fighter 1 Clinch,Fighter 0 Ground,Fighter 1 Ground,Winner,Method
1,0,32,24,47.0,33.0,34,29,1,0,50.0,0.0,1,0,1,1,141.0,89.0,Donald Cerrone,Evan Dunham,19,12,9,6,4,6,16,15,7,9,9,0,0,SUB  Triangle Choke
0,0,14,20,37.0,57.0,51,47,0,3,,37.0,0,0,0,0,74.0,686.0,Ed Herman,Thales Leites,9,19,2,1,3,0,5,8,7,2,2,10,1,U-DEC
0,1,42,71,36.0,35.0,42,75,0,2,0.0,100.0,0,0,0,0,25.0,62.0,Brian Ebersole,Rick Story,29,39,6,21,7,11,38,62,4,2,0,7,1,U-DEC
1,0,50,18,46.0,21.0,120,21,7,0,87.0,,0,0,0,0,514.0,0.0,Erik Perez,Edwin Figueroa,25,13,13,5,12,0,29,18,7,0,14,0,0,U-DEC
0,0,5,8,41.0,42.0,41,72,4,0,80.0,,4,0,0,1,512.0,317.0,Jason High,Anthony Lapsley,3,6,2,1,0,1,3,3,1,0,1,5,0,U-DEC
0,0,41,81,44.0,66.0,75,93,4,2,50.0,50.0,0,3,1,1,332.0,123.0,Will Campuzano,Sergio Pettis,23,54,15,13,3,14,35,76,2,3,4,2,1,U-DEC
0,1,51,43,56.0,52.0,55,57,0,1,0.0,100.0,0,0,0,0,16.0,53.0,Cody Donovan,Gian Villante,36,33,13,5,2,5,46,38,5,1,0,4,1,KO/TKO  Punch
2,0,12,1,70.0,50.0,13,1,0,0,,,0,0,0,0,12.0,0.0,Vitor Belfort,Dan Henderson,12,1,0,0,0,0,1,1,2,0,9,0,0,KO/TKO  Kick
0,0,15,21,31.0,47.0,56,31,3,0,75.0,0.0,0,0,0,0,507.0,119.0,Cezar Ferreira,Daniel Sarafian,10,11,3,2,2,8,14,19,1,2,0,0,0,S-DEC
1,0,16,9,76.0,56.0,18,11,0,0,,0.0,0,0,0,0,3.0,50.0,Rafael Cavalcante,Igor Pokrajac,11,6,3,0,2,3,3,4,11,5,2,0,0,KO/TKO  Knee
0,1,5,12,38.0,42.0,6,13,1,0,50.0,,0,0,0,0,23.0,27.0,Paulo Thiago,Brandon Thatch,4,7,1,5,0,0,1,7,4,3,0,2,1,KO/TKO  Knee
1,1,25,75,30.0,44.0,32,109,0,5,,50.0,0,0,0,2,31.0,432.0,Santiago Ponzinibbio,Ryan LaFlare,15,45,5,20,5,10,24,34,1,9,0,32,1,U-DEC
0,1,1,3,20.0,100.0,1,3,0,0,,,0,0,0,0,0.0,2.0,Rony Jason,Jeremy Stephens,1,3,0,0,0,0,1,2,0,0,0,1,1,KO/TKO  Kick
0,0,3,11,60.0,73.0,4,18,0,1,0.0,100.0,0,0,0,0,11.0,54.0,Godofredo Pepey,Sam Sicilia,3,11,0,0,0,0,1,0,2,0,0,11,1,KO/TKO  Punches
1,1,18,14,64.0,70.0,22,22,1,1,100.0,20.0,0,1,0,0,46.0,127.0,Thiago Perpetuo,Omari Akhmedov,16,8,2,2,0,4,3,6,7,6,8,2,1,KO/TKO  Punch
0,0,7,4,63.0,23.0,20,14,1,0,100.0,,1,0,0,0,78.0,17.0,Thiago Tavares,Justin Salas,4,3,3,0,0,1,5,1,1,0,1,3,0,SUB  Rear Naked Choke
0,0,16,8,72.0,30.0,38,9,1,0,100.0,0.0,1,0,0,0,244.0,0.0,Adriano Martins,Daron Cruickshank,11,1,3,4,2,3,10,8,0,0,6,0,0,SUB  Armbar
0,0,43,55,53.0,52.0,55,103,2,4,33.0,57.0,2,0,0,0,96.0,338.0,Jose Maria,Dustin Ortiz,13,28,5,17,25,10,34,20,8,14,1,21,1,KO/TKO  Punches
1,0,13,13,41.0,37.0,13,13,0,0,,0.0,0,0,0,0,2.0,0.0,Tim Kennedy,Rafael Natal,7,5,1,2,5,6,9,13,0,0,4,0,0,KO/TKO  Punch
0,0,43,50,50.0,29.0,65,69,1,1,100.0,100.0,0,0,0,0,18.0,188.0,Liz Carmouche,Alexis Davis,21,22,7,7,15,21,39,38,4,11,0,1,1,U-DEC
0,1,18,50,24.0,48.0,22,52,2,0,33.0,0.0,0,0,0,0,48.0,49.0,Ronny Markes,Yoel Romero,9,27,5,9,4,14,17,44,0,4,1,2,1,KO/TKO  Punch
0,1,38,32,40.0,32.0,47,50,1,2,50.0,20.0,0,1,0,0,86.0,168.0,Jorge Masvidal,Rustam Khabilov,12,27,16,5,10,0,22,27,15,4,1,1,1,U-DEC
0,0,4,7,22.0,36.0,13,9,2,1,66.0,50.0,1,2,0,1,191.0,81.0,Colton Smith,Michael Chiesa,0,5,3,1,1,1,0,7,4,0,0,0,1,SUB  Rear Naked Choke
1,0,20,22,37.0,34.0,20,22,0,0,,,0,0,0,0,0.0,0.0,Bobby Green,James Krause,5,14,7,2,8,6,20,21,0,1,0,0,0,KO/TKO  Kick
0,1,23,27,37.0,36.0,29,42,1,0,25.0,0.0,0,0,0,0,139.0,56.0,George Roop,Francisco Rivera,14,23,5,1,4,3,16,14,7,8,0,5,1,KO/TKO  Punch
0,0,44,23,42.0,29.0,74,44,6,0,60.0,,4,3,1,0,483.0,45.0,Dennis Bermudez,Steven Siler,35,19,3,4,6,0,21,16,5,5,18,2,0,U-DEC
0,0,14,1,24.0,16.0,23,1,1,0,33.0,,0,0,0,0,162.0,0.0,Amanda Nunes,Germaine de Randamie,14,0,0,0,0,1,0,1,0,0,14,0,0,KO/TKO  Elbows
0,0,64,46,43.0,38.0,81,62,0,0,,,0,0,0,0,107.0,63.0,Chris Camozzi,Lorenz Larkin,20,20,11,8,33,18,58,29,6,16,0,1,1,U-DEC
0,1,19,25,50.0,36.0,19,25,0,0,,,0,0,0,0,0.0,4.0,Yves Edwards,Yancy Medeiros,11,14,4,10,4,1,18,22,1,0,0,3,-1,Overturned
0,0,31,28,47.0,40.0,104,46,2,3,66.0,27.0,0,0,0,0,141.0,505.0,Neil Magny,Seth Baczynski,11,10,11,14,9,4,8,12,20,8,3,8,1,U-DEC
1,0,1,0,50.0,0.0,1,0,0,0,,,1,0,0,0,30.0,0.0,Derek Brunson,Brian Houston,1,0,0,0,0,0,1,0,0,0,0,0,0,SUB  Rear Naked Choke
1,0,5,0,50.0,0.0,5,0,0,0,,,0,0,0,0,1.0,0.0,Lyoto Machida,Mark Munoz,2,0,2,0,1,0,5,0,0,0,0,0,0,KO/TKO  Kick
0,0,3,9,27.0,31.0,3,9,0,0,,0.0,0,0,0,0,0.0,4.0,Ross Pearson,Melvin Guillard,0,8,1,1,2,0,2,5,1,4,0,0,-1,CNC
0,0,48,36,66.0,66.0,51,37,0,0,0.0,0.0,0,0,0,0,95.0,182.0,Jimi Manuwa,Ryan Jimmo,8,11,9,9,31,16,21,17,27,19,0,0,0,KO/TKO
0,0,81,67,32.0,37.0,82,69,1,0,100.0,0.0,0,0,0,0,8.0,0.0,Norman Parke,Jon Tuck,66,35,14,13,1,19,80,64,1,3,0,0,0,U-DEC
0,0,20,12,74.0,50.0,28,21,1,1,100.0,100.0,0,1,0,0,47.0,107.0,Alessio Sakara,Nicholas Musoke,17,9,3,1,0,2,9,6,4,5,7,1,1,SUB  Armbar
0,3,14,31,36.0,45.0,14,34,0,0,,,0,0,0,0,0.0,4.0,Phil Harris,John Lineker,13,18,1,10,0,3,14,26,0,2,0,3,1,KO/TKO  Punch
0,0,85,66,43.0,37.0,87,91,2,3,25.0,33.0,0,0,0,0,174.0,24.0,Al Iaquinta,Piotr Hallmann,62,40,15,18,8,8,75,65,5,0,5,1,0,U-DEC
2,0,39,26,36.0,38.0,42,26,1,0,100.0,,1,0,0,0,46.0,0.0,Luke Barnatt,Andrew Craig,30,16,6,2,3,8,27,26,4,0,8,0,0,SUB  Rear Naked Choke
0,0,88,206,35.0,59.0,111,215,1,1,12.0,50.0,0,0,0,0,34.0,102.0,Rosi Sexton,Jessica Andrade,64,179,5,21,19,6,85,196,3,9,0,1,1,U-DEC
0,0,27,21,52.0,52.0,112,55,2,0,33.0,,0,1,0,2,464.0,267.0,Andy Ogle,Cole Miller,14,17,8,4,5,0,23,16,0,3,4,2,1,U-DEC
0,0,5,15,100.0,53.0,18,23,3,0,75.0,0.0,2,0,0,1,260.0,70.0,Jimy Hettes,Robert Whiteford,4,11,0,3,1,1,4,14,1,1,0,0,0,SUB  Triangle Choke
0,0,14,7,60.0,77.0,23,8,0,1,0.0,25.0,2,0,0,0,161.0,6.0,Brad Scott,Michael Kuiper,6,0,3,3,5,4,6,4,8,3,0,0,0,SUB  Guillotine Choke
1,0,123,46,61.0,37.0,274,62,2,0,15.0,0.0,1,1,0,0,1048.0,2.0,Cain Velasquez,Junior Dos Santos,96,36,7,10,20,0,44,24,66,21,13,1,0,KO/TKO  Punch
0,0,74,17,50.0,20.0,83,26,3,0,60.0,,0,0,0,0,232.0,1.0,Daniel Cormier,Roy Nelson,50,11,13,1,11,5,59,16,12,1,3,0,0,U-DEC
0,1,96,42,38.0,23.0,98,42,1,1,100.0,16.0,0,2,0,0,34.0,49.0,Gilbert Melendez,Diego Sanchez,83,28,9,10,4,4,87,41,7,1,2,0,0,U-DEC
1,0,8,2,50.0,28.0,8,2,0,0,,,0,0,0,0,3.0,0.0,Gabriel Gonzaga,Shawn Jordan,7,2,0,0,1,0,4,2,0,0,4,0,0,KO/TKO  Punch
2,0,28,10,49.0,27.0,29,10,0,0,0.0,0.0,0,0,0,0,21.0,0.0,John Dodson,Darrell Montague,20,7,6,0,2,3,16,10,10,0,2,0,0,KO/TKO  Punch
0,0,41,57,53.0,48.0,65,84,0,3,0.0,37.0,3,0,0,0,119.0,237.0,Tim Boetsch,CB Dollaway,27,33,4,17,10,7,33,41,6,13,2,3,0,S-DEC
0,1,4,10,40.0,45.0,4,13,0,0,,,0,0,0,0,0.0,3.0,Nate Marquardt,Hector Lombard,2,10,1,0,1,0,3,5,1,2,0,3,1,KO/TKO  Punch
0,0,87,65,40.0,31.0,131,93,0,0,,,0,0,0,0,71.0,85.0,Sarah Kaufman,Jessica Eye,53,39,18,15,16,11,45,39,42,26,0,0,-1,Overturned
0,0,50,56,25.0,33.0,50,57,1,0,14.0,,0,0,0,0,26.0,0.0,George Sotiropoulos,KJ Noons,31,26,6,30,13,0,50,56,0,0,0,0,1,U-DEC
0,1,4,15,40.0,57.0,4,23,0,0,0.0,0.0,0,0,0,0,38.0,5.0,TJ Waldburger,Adlan Amagov,0,10,1,3,3,2,3,3,1,5,0,7,1,KO/TKO  Punch
0,0,5,4,33.0,50.0,7,4,0,0,,0.0,1,0,0,0,17.0,17.0,Tony Ferguson,Mike Rio,3,3,1,1,1,0,4,3,0,1,1,0,0,SUB  D'Arce Choke
0,0,23,55,51.0,52.0,30,63,1,1,50.0,100.0,0,0,0,0,104.0,40.0,Jeremy Larsen,Andre Fili,18,47,3,4,2,4,22,38,0,8,1,9,1,KO/TKO  Punch
0,1,9,30,60.0,60.0,18,74,1,1,100.0,33.0,1,0,1,0,209.0,233.0,Dustin Pague,Kyoji Horiguchi,5,24,3,1,1,5,2,10,5,2,2,18,1,KO/TKO  Punches
0,0,24,35,32.0,31.0,98,97,3,1,42.0,8.0,0,0,0,1,319.0,703.0,Demian Maia,Jake Shields,15,19,8,3,1,13,13,21,7,1,4,13,1,S-DEC
0,1,28,11,46.0,35.0,31,30,0,1,,25.0,0,0,0,0,22.0,240.0,Erick Silva,Dong Hyun Kim,12,10,14,1,2,0,17,7,11,1,0,3,1,KO/TKO  Punch
1,0,96,70,46.0,38.0,108,74,0,3,,21.0,0,0,0,0,45.0,83.0,Thiago Silva,Matt Hamill,48,37,12,8,36,25,81,67,10,3,5,0,0,U-DEC
0,0,87,57,51.0,28.0,121,86,0,1,,25.0,1,0,0,0,37.0,366.0,Fabio Maldonado,Joey Beltran,61,37,25,18,1,2,58,21,29,33,0,3,0,S-DEC
0,0,0,2,0.0,40.0,0,2,0,1,,100.0,2,0,0,0,4.0,9.0,Rousimar Palhares,Mike Pierce,0,2,0,0,0,0,0,2,0,0,0,0,0,SUB  Heel Hook
0,0,32,29,31.0,28.0,37,32,0,2,0.0,50.0,1,3,0,0,19.0,168.0,Raphael Assuncao,TJ Dillashaw,21,14,3,12,8,3,30,25,1,4,1,0,0,S-DEC
0,0,18,21,54.0,41.0,33,128,3,1,100.0,16.0,3,1,0,1,271.0,439.0,Ildemar Alcantara,Igor Araujo,11,17,5,2,2,2,3,6,7,3,8,12,1,U-DEC
1,0,18,5,52.0,22.0,59,40,4,0,66.0,0.0,1,1,0,0,729.0,67.0,Yan Cabral,David Mitchell,17,4,0,1,1,0,3,3,0,1,15,1,0,U-DEC
0,0,35,54,39.0,43.0,46,61,2,0,50.0,0.0,0,0,0,0,140.0,43.0,Iliarde Santos,Chris Cariaso,23,42,10,9,2,3,28,41,5,8,2,5,1,KO/TKO  Punches
1,0,16,7,45.0,25.0,19,15,1,0,50.0,0.0,0,0,0,0,53.0,5.0,Alan Patrick,Garett Whiteley,13,3,0,3,3,1,8,4,3,3,5,0,0,KO/TKO  Punch
0,0,134,110,61.0,38.0,137,114,1,1,9.0,12.0,0,0,0,0,59.0,19.0,Jon Jones,Alexander Gustafsson,53,63,28,33,53,14,127,108,7,2,0,0,0,U-DEC
1,0,28,11,62.0,20.0,29,11,0,0,0.0,,0,0,0,0,5.0,19.0,Renan Barao,Eddie Wineland,16,5,5,4,7,2,25,11,0,0,3,0,0,KO/TKO  Spinning Back Kick
0,0,14,7,46.0,63.0,14,7,1,0,100.0,,1,0,0,0,53.0,0.0,Brendan Schaub,Matt Mitrione,13,4,1,1,0,2,14,7,0,0,0,0,0,SUB  D'Arce Choke
0,0,7,29,28.0,45.0,15,89,0,5,,100.0,0,0,0,0,0.0,750.0,Constantinos Philippou,Francis Carmont,2,19,1,8,4,2,7,8,0,0,0,21,1,U-DEC
0,0,44,54,28.0,41.0,68,90,0,5,0.0,45.0,0,0,0,0,6.0,391.0,Pat Healy,Khabib Nurmagomedov,27,40,12,9,5,5,42,44,2,2,0,8,1,U-DEC
0,0,25,22,25.0,30.0,31,29,0,4,,66.0,0,0,2,1,46.0,351.0,Mike Ricci,Myles Jury,13,8,8,2,4,12,14,20,1,2,10,0,1,S-DEC
0,0,29,33,46.0,34.0,86,78,0,4,,66.0,0,0,0,0,0.0,423.0,Ivan Menjivar,Wilson Reis,8,12,13,6,8,15,18,14,7,7,4,12,1,U-DEC
0,2,17,23,39.0,58.0,25,36,0,2,,100.0,0,0,0,0,12.0,154.0,Chris Clements,Stephen Thompson,0,14,6,5,11,4,13,20,4,1,0,2,1,KO/TKO  Punch
0,0,27,15,47.0,34.0,27,15,1,0,50.0,,1,1,0,0,41.0,11.0,Mitch Gagnon,Dustin Kimura,18,3,5,6,4,6,20,14,5,1,2,0,0,SUB  Guillotine Choke
1,0,20,7,51.0,25.0,20,7,0,0,,,0,0,0,0,8.0,0.0,John Makdessi,Renee Forte,11,3,5,2,4,2,11,7,0,0,9,0,0,KO/TKO  Punch
0,0,19,38,44.0,52.0,50,41,7,1,46.0,100.0,0,0,0,0,516.0,46.0,Michel Prazeres,Jesse Ronson,16,15,1,10,2,13,14,27,2,3,3,8,0,S-DEC
1,0,47,106,40.0,65.0,70,116,1,0,11.0,,1,0,1,2,103.0,264.0,Roland Delorme,Alex Caceres,26,82,17,9,4,15,38,93,3,9,6,4,1,S-DEC
0,1,56,49,56.0,67.0,75,57,0,2,0.0,40.0,0,1,0,0,228.0,262.0,Nandor Guelmino,Daniel Omielanczuk,16,22,29,7,11,20,29,28,17,18,10,3,1,KO/TKO  Punch
1,0,14,11,58.0,40.0,20,16,1,0,25.0,0.0,0,1,0,0,51.0,38.0,Glover Teixeira,Ryan Bader,13,9,1,0,0,2,4,5,1,6,9,0,0,KO/TKO  Punch
0,1,1,28,9.0,58.0,1,29,0,0,,0.0,0,0,0,0,0.0,27.0,Yushin Okami,Jacare Souza,1,25,0,2,0,1,1,7,0,11,0,10,1,KO/TKO  Punch
1,0,20,6,38.0,33.0,20,6,0,0,,,0,0,0,0,5.0,0.0,Joseph Benavidez,Jussier Formiga,13,5,4,1,3,0,16,5,0,1,4,0,0,KO/TKO  Knee
1,0,22,42,51.0,48.0,24,62,1,2,25.0,100.0,0,1,0,0,102.0,147.0,Francisco Trinaldo,Piotr Hallmann,11,32,8,5,3,5,22,22,0,9,0,11,1,SUB  Kimura
2,0,39,9,62.0,52.0,57,54,0,0,0.0,0.0,1,0,1,3,484.0,305.0,Rafael Natal,Tor Troeng,29,6,5,2,5,1,7,3,1,2,31,4,0,U-DEC
0,2,27,38,57.0,55.0,45,46,0,3,,60.0,0,1,0,0,161.0,246.0,Marcos Vinicius,Ali Bagautinov,12,29,7,5,8,4,11,12,7,7,9,19,1,KO/TKO  Punch
0,0,35,52,44.0,38.0,68,75,3,0,60.0,,1,0,0,0,309.0,0.0,Felipe Arantes,Edimilson Souza,13,33,14,18,8,1,23,45,2,6,10,1,1,S-DEC
1,0,10,4,50.0,40.0,10,6,0,0,,,1,0,0,0,26.0,0.0,Lucas Martins,Ramiro Hernandez,6,2,1,1,3,1,9,4,0,0,1,0,0,SUB  Rear Naked Choke
0,0,11,49,39.0,58.0,20,130,1,1,6.0,50.0,0,0,0,0,367.0,280.0,Joao Zeferino,Elias Silverio,6,18,4,24,1,7,6,24,3,15,2,10,1,U-DEC
0,0,42,69,53.0,73.0,66,87,0,2,0.0,20.0,0,0,0,0,39.0,425.0,Keith Wisniewski,Ivan Jorge,24,8,17,39,1,22,14,27,28,42,0,0,1,U-DEC
0,0,69,99,40.0,35.0,70,100,1,0,14.0,,0,0,0,0,37.0,0.0,Yuri Villefort,Sean Spencer,32,89,12,7,25,3,66,90,3,8,0,1,1,S-DEC
0,0,11,9,68.0,56.0,26,10,0,0,0.0,,0,1,0,0,189.0,0.0,Benson Henderson,Anthony Pettis,3,3,3,6,5,0,4,9,6,0,1,0,1,SUB  Armbar
0,1,9,26,56.0,68.0,20,33,0,0,,,0,0,0,0,0.0,71.0,Frank Mir,Josh Barnett,6,13,3,13,0,0,0,1,9,25,0,0,1,KO/TKO  Knee
1,0,32,17,48.0,17.0,40,19,3,0,60.0,0.0,1,0,0,0,187.0,5.0,Chad Mendes,Clay Guida,24,11,4,1,4,5,15,16,4,1,13,0,0,KO/TKO  Punch
1,0,56,41,54.0,65.0,60,47,0,0,,0.0,0,0,0,0,99.0,0.0,Ben Rothwell,Brandon Vera,40,12,10,18,6,11,35,29,21,12,0,0,0,KO/TKO  Punches
0,2,32,54,43.0,58.0,50,74,0,2,,33.0,5,2,0,0,209.0,451.0,Erik Koch,Dustin Poirier,17,40,12,9,3,5,13,19,13,13,6,22,1,U-DEC
0,0,37,26,48.0,47.0,63,55,1,2,33.0,50.0,1,0,0,0,116.0,340.0,Jamie Varner,Gleison Tibau,28,23,7,2,2,1,21,9,1,2,15,15,1,S-DEC
0,0,28,116,35.0,58.0,41,270,0,6,,100.0,0,2,0,0,14.0,548.0,Louis Gaudinot,Tim Elliott,12,76,6,26,10,14,23,34,5,20,0,62,1,U-DEC
0,2,21,26,35.0,34.0,21,26,0,1,0.0,100.0,0,0,0,0,0.0,13.0,Pascal Krauss,Hyun Gyu Lim,13,24,1,2,7,0,21,15,0,3,0,8,1,KO/TKO  Knee
0,0,28,18,40.0,25.0,68,117,0,3,0.0,100.0,1,0,2,1,148.0,558.0,Chico Camus,Kyung Ho Kang,27,14,0,4,1,0,9,4,4,0,15,14,0,U-DEC
0,0,29,45,69.0,66.0,107,98,4,0,100.0,0.0,0,2,0,0,456.0,137.0,Soa Palelei,Nikita Krylov,26,37,2,6,1,2,4,6,7,39,18,0,0,KO/TKO  Punches
0,0,45,80,29.0,45.0,47,86,0,4,0.0,100.0,0,0,0,0,68.0,53.0,Ryan Couture,Al Iaquinta,20,55,12,19,13,6,38,62,7,13,0,5,1,U-DEC
0,0,3,4,37.0,30.0,3,4,0,0,0.0,,0,1,0,0,1.0,8.0,Jared Hamman,Magnus Cedenblad,0,3,0,1,3,0,3,4,0,0,0,0,1,SUB  Guillotine Choke
1,0,100,35,42.0,36.0,147,43,0,6,0.0,40.0,2,0,1,0,76.0,323.0,Carlos Condit,Martin Kampmann,68,29,15,6,17,0,81,25,17,6,2,4,0,KO/TKO  Punch
0,1,40,39,50.0,35.0,43,58,1,2,100.0,33.0,0,0,0,0,60.0,230.0,Donald Cerrone,Rafael Dos Anjos,9,21,21,14,10,4,37,30,3,1,0,8,1,U-DEC
1,0,14,7,60.0,33.0,14,9,1,0,50.0,,1,0,0,0,30.0,0.0,Kelvin Gastelum,Brian Melancon,10,5,3,2,1,0,10,6,3,1,1,0,0,SUB  Rear Naked Choke
0,0,88,48,28.0,26.0,99,49,1,0,12.0,,0,0,0,0,34.0,0.0,Court McGee,Robert Whittaker,41,48,28,0,19,0,84,47,4,1,0,0,0,S-DEC
0,0,39,37,36.0,32.0,59,49,2,5,40.0,45.0,1,0,0,0,160.0,278.0,Takeya Mizugaki,Erik Perez,32,17,6,18,1,2,30,24,6,12,3,1,0,S-DEC
0,0,30,14,37.0,25.0,38,35,0,1,0.0,33.0,0,0,0,0,97.0,282.0,Brad Tavares,Robert McDaniel,7,7,7,3,16,4,21,10,5,2,4,2,0,U-DEC
0,0,20,19,44.0,47.0,21,27,2,3,40.0,60.0,0,3,0,0,69.0,312.0,Dylan Andrews,Papy Abedi,12,12,4,5,4,2,13,11,3,0,4,8,0,KO/TKO  Punch
0,2,2,17,20.0,65.0,2,24,0,1,0.0,100.0,0,0,0,0,2.0,19.0,Justin Edwards,Brandon Thatch,1,13,1,4,0,0,1,4,1,9,0,4,1,KO/TKO  Punch
0,0,48,31,33.0,44.0,100,73,2,1,40.0,100.0,0,0,0,1,417.0,90.0,Darren Elkins,Hatsu Hioki,36,14,12,16,0,1,25,27,6,2,17,2,0,U-DEC
0,0,0,1,0.0,16.0,0,8,0,1,,100.0,0,2,0,0,3.0,61.0,James Head,Jason High,0,1,0,0,0,0,0,0,0,0,0,1,1,SUB  Guillotine Choke
0,0,5,6,45.0,66.0,12,10,2,0,66.0,,1,0,0,0,180.0,0.0,Zak Cummings,Ben Alloway,3,1,0,4,2,1,2,3,2,3,1,0,0,SUB  D'Arce Choke
0,0,43,50,41.0,40.0,47,57,4,1,80.0,100.0,3,0,0,0,135.0,96.0,Roger Bowling,Abel Trujillo,34,42,6,3,3,5,38,35,1,7,4,8,-1,CNC
0,0,0,5,0.0,55.0,9,58,0,2,0.0,66.0,0,2,0,0,50.0,229.0,Mauricio Rua,Chael Sonnen,0,3,0,2,0,0,0,0,0,1,0,4,1,SUB  Guillotine Choke
2,1,41,14,62.0,51.0,46,14,0,0,0.0,,0,0,0,0,135.0,2.0,Alistair Overeem,Travis Browne,21,8,18,6,2,0,5,9,25,3,11,2,1,KO/TKO  Kick
0,0,54,8,68.0,34.0,127,25,4,1,80.0,100.0,0,1,0,0,608.0,152.0,Urijah Faber,Iuri Alcantara,53,5,1,3,0,0,3,2,0,0,51,6,0,U-DEC
1,0,10,0,55.0,0.0,10,0,0,0,,,0,0,0,0,6.0,0.0,Matt Brown,Mike Pyle,8,0,1,0,1,0,4,0,1,0,5,0,0,KO/TKO  Knee
0,0,41,33,66.0,54.0,59,92,2,2,25.0,33.0,0,1,0,0,293.0,227.0,Uriah Hall,John Howard,17,10,8,6,16,17,19,18,15,10,7,5,1,S-DEC
0,2,25,116,22.0,45.0,28,119,0,2,0.0,100.0,0,0,0,0,28.0,61.0,Joe Lauzon,Michael Johnson,24,81,1,23,0,12,23,103,2,11,0,2,1,U-DEC
0,2,17,51,21.0,58.0,61,54,1,0,100.0,0.0,0,2,0,0,141.0,29.0,Brad Pickett,Michael McDonald,16,44,0,4,1,3,13,43,0,5,4,3,1,SUB  Triangle Choke
0,0,53,23,34.0,24.0,71,32,4,0,80.0,,0,0,0,0,388.0,0.0,Conor McGregor,Max Holloway,34,10,4,1,15,12,42,22,2,1,9,0,0,U-DEC
0,1,3,6,100.0,37.0,3,6,0,0,,,0,0,0,0,0.0,6.0,Mike Brown,Steven Siler,2,5,0,0,1,1,3,2,0,0,0,4,1,KO/TKO  Punch
0,0,42,61,48.0,38.0,64,88,8,0,80.0,0.0,0,0,0,1,266.0,168.0,Diego Brandao,Daniel Pineda,31,47,9,12,2,2,35,33,1,4,6,24,0,U-DEC
0,0,23,32,37.0,28.0,84,94,5,0,71.0,,0,0,0,0,471.0,6.0,Manvel Gamburyan,Cole Miller,12,28,3,4,8,0,15,22,2,8,6,2,0,U-DEC
0,0,10,6,66.0,54.0,18,8,0,0,0.0,,0,0,0,0,73.0,10.0,Cody Donovan,Ovince Saint Preux,2,6,8,0,0,0,1,0,9,0,0,6,1,KO/TKO  Punches
0,0,0,0,0.0,,0,0,1,0,50.0,,0,1,0,0,22.0,17.0,Ramsey Nijem,James Vick,0,0,0,0,0,0,0,0,0,0,0,0,1,SUB  Guillotine Choke
0,0,32,17,36.0,14.0,43,42,5,0,83.0,,0,0,0,0,300.0,3.0,Jose Aldo,Chan Sung Jung,24,13,7,2,1,2,28,14,0,3,4,0,0,KO/TKO  Punches
0,0,27,21,44.0,23.0,27,29,0,2,,20.0,0,0,0,0,22.0,71.0,Lyoto Machida,Phil Davis,12,4,11,8,4,9,26,15,1,1,0,5,1,U-DEC
0,0,3,0,60.0,0.0,3,0,0,0,,0.0,1,0,0,0,7.0,4.0,Cezar Ferreira,Thiago Santos,3,0,0,0,0,0,3,0,0,0,0,0,0,SUB  Guillotine Choke
0,0,51,33,56.0,49.0,98,36,5,0,55.0,,3,0,0,0,603.0,74.0,Thales Leites,Tom Watson,47,19,2,2,2,12,24,26,8,7,19,0,0,U-DEC
0,0,22,19,37.0,52.0,29,25,2,1,100.0,20.0,0,1,0,0,51.0,33.0,John Lineker,Jose Maria,17,9,5,3,0,7,7,13,5,4,10,2,0,KO/TKO  Punches
0,1,1,8,100.0,61.0,1,8,0,0,,,0,0,0,0,0.0,6.0,Vinny Magalhaes,Anthony Perosh,1,8,0,0,0,0,1,1,0,0,0,7,1,KO/TKO  Punch
0,0,10,3,62.0,37.0,16,5,2,0,66.0,,0,0,0,0,98.0,12.0,Amanda Nunes,Sheila Gaff,9,1,1,2,0,0,1,1,0,2,9,0,0,KO/TKO  Elbows
0,0,13,7,65.0,24.0,13,9,1,0,100.0,,1,0,0,0,66.0,21.0,Sergio Moraes,Neil Magny,12,6,0,0,1,1,4,7,0,0,9,0,0,SUB  Triangle Choke
0,0,92,43,40.0,25.0,104,46,1,1,20.0,14.0,0,0,0,0,61.0,38.0,Ian McCall,Iliarde Santos,34,32,14,7,44,4,86,41,2,0,4,2,0,U-DEC
0,0,14,5,35.0,38.0,135,57,2,0,28.0,,1,0,1,0,503.0,199.0,Rani Yahya,Josh Clopton,13,4,1,1,0,0,4,3,0,0,10,2,0,U-DEC
0,0,19,31,26.0,49.0,30,69,0,2,0.0,40.0,0,0,0,0,194.0,220.0,Ednaldo Oliveira,Francimar Barroso,13,10,5,7,1,14,9,19,5,10,5,2,1,U-DEC
